"Type","land Mark","Bathroom","categoryName","price","Bedroom","Floor","Kitchen","Living Room","name","location/locationDescription","location/locationLatitude","location/locationLongitude"
"HouseIndividual",,"1","For Rent - Flat & Apartment","20000","3","First",,"0","3BK Flat Rent in Tikathali, Imadol, Lalitpur","Tikathali, Mahalaxmi-5, Lalitpur","27.66320037841797","85.36112976074219"
"Bunglow",,"4","For Rent - House","215000","5","2.5","1","1","Luxurious Bunglow for rent in Posh Area Dholahiti","Dholahiti Bus Station, Thecho Chapagaun Road, Lalitpur-26, Lalitpur","27.64031982421875","85.31845092773438"
"House - Individual",,,"For Rent - Shutter & Shop Space","35000",,"0",,,"Godown space for rent","Location","27.746366500854492","85.35338592529297"
"ApartmentBuilding",,"3","For Rent - Flat & Apartment","190000","3","0",,"1","Full Furnished 3BHK Apartment for rent in Sanepa","Sanepa Kuleshwor Bridge, Kathmandu-14, Kathmandu","27.69129180908203","85.30223083496094"
"HouseIndividual",,"4","For Rent - House","85000","5","2.5","1","2","House for rent at Sanobharanga, KTM","Sanobharang Kirana Store, Nagarjun-2, Kathmandu","27.720619201660156","85.28817749023438"
"Bunglow",,"3","For Rent - Flat & Apartment","70000","8","2",,"1","8bhk - 2 floors for Rent with pvt parking & garden","Soltidobato, Nagarjun-4, Kathmandu","0","0"
"Bunglow",,"2","For Sale - House","47500000","6","3","1","2","Brand New Bunglow House On Sale at Ganesh Chowk","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"4","For Sale - House","45000000","10","1","2","2","Land with House For Sale at Pasikot,Budhanilkantha","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"3","For Sale - House","37500000","6","2.5","2","2","2.5 storey luxury bungalow on sale at kalanki","Lri School Pre-school Block, Chandragiri-14, Kathmandu","27.693004608154297","85.27385711669922"
"HouseIndividual",,"3","For Rent - House","250000","4","2.5","1","1","House for rent at Chandol, KTM","Chandol Pharmacy, Banshidhar Marga, Kathmandu-4, Kathmandu","27.725460052490234","85.33728790283203"
"Bunglow",,"3","For Sale - House","65000000","6","3","2","2","Brand New Semi Bunglow House On Sale at Sukedhara","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"5","For Sale - House","57500000","7","3","3","1","House For Sale at Dhumbarahi, Kathmandu","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"4","For Rent - House","45000000","4","2.5","2","1","House for sale at Budanilkantha, Kathmandu","Budanilkantha Hp_kathmandu, Kathmandu-9, Kathmandu","27.695999145507812","85.35359954833984"
"House - Individual",,"4","For Sale - House","35000000","9","3","2","2","House For Sale at Sukedhara, Dhalane Pul","Location","27.717199325561523","85.3239974975586"
"LandIndividual",,,"For Sale - Land","230000",,,,,"Land for sale in Champi","Devichour Hp, Lalitpur-15, Lalitpur","27.666500091552734","85.32360076904297"
"Bunglow",,"1","For Rent - Flat & Apartment","35000","3","2nd",,"1","3bhk spacious flat for rent at Sitapaila","Soltidobato, Nagarjun-4, Kathmandu","27.704511642456055","85.28197479248047"
"Bunglow",,"2","For Sale - House","95000000","5","3","1","2","Brand New Bunglow House On Sale at Hepali Height","Location","27.717199325561523","85.3239974975586"
"LandPlotted",,,"For Sale - Land","3500000",,,,,"Land on sale at harisiddhi Lalitpur ","Harisiddhi, Lalitpur-23, Lalitpur","27.645639419555664","85.3327865600586"
"House - Individual",,"2","For Sale - House","72500000","5","3","2","2","House For Sale at Hepali Height, Budhanilkantha","Location","27.717199325561523","85.3239974975586"
"HouseInColony",,"2","For Sale - House","24500000","3","2.5","1","1","House for Sale at Civil Homes Colony, Tinthana","Tinthana, Chandragiri-15, Kathmandu","27.684640884399414","85.26837158203125"
"CommercialBuilding",,,"For Rent - Office Space","144000",,"6",,,"Rent:Rooftop space for restaurant and bar At Thimi","Thimi, Madhyapur Thimi-2, Bhaktapur","27.68528938293457","85.37432861328125"
"ApartmentBuilding",,"2","For Rent - Flat & Apartment","80000","3","12",,"1","3BHK Fully Furnished Apartment for rent in Nakhu","Nakhu Road","27.66558074951172","85.30613708496094"
"House - Individual",,"4","For Rent - House","120000","5","3","1","2","House for rent @ Baluwatar, Kathmandu","Location","27.717199325561523","85.3239974975586"
"HouseInColony",,"2","For Rent - House","45000","3","2.5","1","1","House for Rent at Civil Homes Colony, Tinthana","Tinthana, Chandragiri-15, Kathmandu","27.684640884399414","85.26837158203125"
"House - Individual",,"4","For Rent - House","85000","4","3","1","1","House for rent @ Bhaisepati","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"6","For Rent - House","225000","6","3","1","2","House for rent @ Handigaun, Bishalnagar","Location","27.717199325561523","85.3239974975586"
"CommercialBuilding",,,"For Rent - Office Space","216000",,"5",,,"Rent: Floor for commercial use at Chadobato Thimi","Thimi, Madhyapur Thimi-2, Bhaktapur","27.68528938293457","85.37432861328125"
"House - Individual",,"4","For Rent - House","150000","4","3","1","1","furnished house for rent @ Baneshwor, Kathmandu","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"1","For Rent - Flat & Apartment","22000","2","1",,".","brand 2bk flat rent sanepa best for job holder","Sanchal, Lalitpur-2, Lalitpur","0","0"
"House - Individual",,"6","For Rent - House","270000","10","3","1","1","House for rent @ Lazimpat, ktm","Location","27.717199325561523","85.3239974975586"
"CommercialBuilding",,,"For Rent - Office Space","204000",,"4",,,"Rent: Open space available for commercial use ","Thimi, Madhyapur Thimi-2, Bhaktapur","27.68528938293457","85.37432861328125"
"LandIndividual",,,"For Sale - Land","4200000",,,,,"Land for Sale in Tallo Pasikot, Budhanilkantha","Pasikot Devi, Budhanilakantha-4, Kathmandu","27.767879486083984","85.3434066772461"
"House - Individual",,"3","For Rent - House","80000","4","3","1","1","House for rent @ Chhauni, Soyambhu","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"5","For Rent - House","130000","5","3","1","1","House for rent @ Sanobharyang, ktm","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"4","For Sale - House","40000000","6","2.5","1","1","Spacious 4.5 Aana Home for Sale in Tahachal!","Tahachal Marg, ताहाचल मार्ग, Kathmandu-13, Kathmandu","27.70119285583496","85.2936019897461"
"CommercialBuilding",,,"For Rent - Office Space","238000",,"3",,,"Rent: Open space available for commercial use","Thimi, Madhyapur Thimi-2, Bhaktapur","27.68528938293457","85.37432861328125"
"House - Individual",,"5","For Rent - House","350000","8","3","1","2","House for rent @ Gairidhara, Naxal","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"5","For Rent - House","200000","10","3","2","2","House for rent @ Kupandol, Jwagal, Lalitpur","Location","27.717199325561523","85.3239974975586"
"CommercialBuilding",,,"For Rent - Office Space","238000",,"2",,,"Rent: Open space available for commercial use ","Thimi, Madhyapur Thimi-2, Bhaktapur","27.68528938293457","85.37432861328125"
"House - Individual",,"4","For Rent - House","85000","5","3","1","1","House for rent @ Sanobharyang, ktm","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","12000","1","2",,"0","1BK flat at Kalanki","Location","27.69492530822754","85.28511047363281"
"CommercialBuilding",,,"For Rent - Office Space","272000",,"1",,,"Rent: Open space available for commercial use ","Chardobato Pan Pasal, Madhyapur Thimi-3, Bhaktapur","27.673809051513672","85.37973022460938"
"House - Individual",,"5","For Rent - House","300000","5","3","1","2","Bungalow house for rent @ Baneshwor, ktm","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"6","For Rent - House","175000","5","3","1","2","Bungalow house for rent @ Bhaisepati, Lalitpur","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","6000","1","2",,"0","Single room at Sano bharyang","Location","27.716554641723633","85.28933715820312"
"CommercialBuilding",,,"For Rent - Office Space","270000",,"Ground",,,"Rent: Open space for commercial use at Chadobato","Chardobato Pan Pasal, Madhyapur Thimi-3, Bhaktapur","27.673809051513672","85.37973022460938"
"House - Individual",,"1","For Rent - Flat & Apartment","6000","1","2",,"0","Single room at Kalanki","Location","27.697174072265625","85.2771987915039"
"House - Individual",,"1","For Rent - Flat & Apartment","5500","1","2",,"0","Single room at Sitapaila","Location","27.711631774902344","85.28234100341797"
"LandIndividual",,,"For Sale - Land","5000000",,,,,"FOR SALE LAND IN CHAPALI HEIGHT","Chapali Height Resort, Budhanilakantha-2, Kathmandu","27.767929077148438","85.36658477783203"
"House - Individual",,"1","For Rent - Flat & Apartment","9000","1","2",,"0","1 room 1 kitchen at Swoyambhu","Location","27.71592903137207","85.28551483154297"
"House - Individual",,"1","For Rent - Flat & Apartment","12000","1","2",,"0","1BK flat at Chabahil","Location","27.721452713012695","85.34329986572266"
"House - Individual",,"1","For Rent - Flat & Apartment","8500","1","2",,"0","1 room 1 kitchen at Bafal","Location","27.69575309753418","85.28475952148438"
"House - Individual",,"1","For Rent - Flat & Apartment","6000","1","2",,"0","Single room at Banasthali","Location","27.72389793395996","85.29716491699219"
"Commercial Building",,,"For Rent - Office Space","50",,"5",,,"Office space for rent Biratnagar Mahendra Chowk","Location","26.45467185974121","87.27778625488281"
"House - Individual",,"2","For Rent - House","220000","5","3","1","1","House For Rent at Gairidhara, Kathmandu","Location","27.703521728515625","85.32861328125"
"House - Individual",,"3","For Sale - House","40000000","3","1","1","2","House For Sale At Bhaisepati Magar Gau","Location","27.717199325561523","85.3239974975586"
"Bunglow",,"4","For Rent - House","220000","4","2.5","1","1","House For Rent at Gairidhara, Kathmandu ","Gairidhara,kathmandu, Kathmandu-2, Kathmandu","27.71908950805664","85.32615661621094"
"Bunglow",,"2","For Rent - House","299000","6","3","2","2","Furnished Royal Bunglow For Rent at Budhanilkantha","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"1","For Rent - Flat & Apartment","22000","2","1",,"1","2 BHK Flat for rent at Ekantkuna Lalitpur ","Ekantakuna Rd 14, Lalitpur-4, Lalitpur","27.670412063598633","85.30703735351562"
"HouseIndividual",,"1","For Sale - House","16000000","2","1st floor","1","1","House for urgent sale","Makalbari Bus Stand, Bagmati Corridor Road, Gokarneshwor-4, Kathmandu","27.73649024963379","85.38665771484375"
"GodownTahara","Rara hill school  jakha kritipur",,"For Rent - Shutter & Shop Space","10000",,"2",,,"Sutter / Goudam  for rent","Kirtipur-5, Kathmandu,  Bagmati Pradesh","27.66790008544922","85.27098846435547"
"HouseIndividual",,"3","For Sale - House","41500000","8","3.25","2",".","House for sale sattale gopikrisna chabahil ","Sattaley Kathmandu, Kathmandu-7, Kathmandu","0","0"
"LandPlotted",,,"For Sale - Land","3550",,,,,"5 aana land for sale at Pepsicola Height","Kageshwori Manahora-9, Kathmandu,  Bagmati Pradesh","27.68153953552246","85.31524658203125"
"LandIndividual",,,"For Sale - Land","7500000",,,,,"𝗙𝗢𝗥 𝗦𝗔𝗟𝗘 𝗟𝗔𝗡𝗗 𝗜𝗡 𝗞𝗨𝗟𝗘𝗦𝗛𝗪𝗢𝗥 ","Kuleshwar, Kathmandu-14, Kathmandu","27.69293975830078","85.29875946044922"
"Land - Individual",,,"For Sale - Land","28000000",,,,,"Land For Sale at Samakhusi, Baikunthapuri Aawas","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"1","For Rent - Flat & Apartment","14000","1","First",,"0","1BK Flat Rent in Kalanki, Inside Ringroad, KTM","Kalankisthan Road, Kathmandu, Kathmandu","27.696474075317383","85.29344177246094"
"Land - Individual",,,"For Sale - Land","43000000",,,,,"Land For Sale at Budhanilkantha, Kathmandu","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","45000","3","1",,"1","3bhk ground floor flat on at nakhipot","Tikhedebal Marg, Tikhidewal, Nakhudol, Lalitpur, Lalitpur Metropolitan City, Lalitpur","27.65401268005371","85.3170166015625"
"HouseIndividual",,"3","For Rent - House","168000","7","2.5","1","2","full house on rent ","Dhuku Sports Hub, Kathmandu-4, Kathmandu","27.731359481811523","85.33496856689453"
"CommercialBuilding",,,"For Rent - Office Space","110000",,"Ground",,,"Prime Office Space for rent in Chakupat","Chakupat Marg, Lalitpur-10, Lalitpur","27.68054962158203","85.32125091552734"
"HouseIndividual",,"1","For Rent - Flat & Apartment","20000","3","Ground",,"1","Room/ Flat for Rent Kalika Mandir, Naya Naikap","Shree Adhya Akali Mandir Aadhyakali Mandir - Shree Adhya Akali Mandir आध्यकालि मन्दिर, Chandragiri-14, Kathmandu","0","0"
"CommercialBuilding",,,"For Rent - Office Space","110000",,"5",,,"Commercial Office Space for rent in Durbar Marg","Durbar Marg","27.711929321289062","85.31814575195312"
"LandIndividual",,,"For Sale - Land","4500000",,,,,"FOR SALE LAND IN CHAPALI HEIGHT","Chapali Height Resort, Budhanilakantha-2, Kathmandu","27.767929077148438","85.36658477783203"
"House - Individual",,"1","For Rent - Flat & Apartment","3999","1","1",,"1","Save Our Number for Flat Room Office Shifting Serv","Location","27.68798828125","85.3377456665039"
"Land - Individual",,"1","For Rent - House","20000","2","1","1","1","Flat for rent","Location","27.64952278137207","85.31393432617188"
"CommercialBuilding",,"2","For Rent - Office Space","120000",,"5",,,"Commercial Space for rent in Durbar Marg","Durbar Marg","27.711929321289062","85.31814575195312"
"HouseIndividual",,,"For Rent - Office Space","45000",,"3",,,"Commercial Space for rent in Jamal","Jamal Way","27.7087459564209","85.31507110595703"
"HouseIndividual",,,"For Rent - Office Space","42000",,"2",,,"Commercial space for rent at Lazimpat, Kathmandu","Lazimpath Hotel And Cafe, Kathmandu-1, Kathmandu","27.710649490356445","85.31817626953125"
"LandIndividual",,,"For Sale - Land","8000000",,,,,"Land for Sale in Dholahiti – 13 Aana East Facing!","Dholahiti Microbus Station, Lalitpur-26, Lalitpur","27.64221954345703","85.32111358642578"
"House In a Colony",,"4","For Rent - House","140000","5","3","1","1","5BHK Full Furnished House For Rent At Hattiban","Location","27.650413513183594","85.33290100097656"
"HouseIndividual",,"4","For Sale - House","40000000","6","2.5","1","1","house on sale at samakhusi","Samakhusi Marg, Kathmandu, Kathmandu","27.719650268554688","85.3126220703125"
"House - Individual",,"1","For Rent - Flat & Apartment","15","1","0",,"1","Flat For Rent Imadol Tempopark","Sitapakha, Mahalaxmi, Mahalaxmi Municipality, Lalitpur","27.648298263549805","85.34873962402344"
"GodownTahara",,,"For Rent - Shutter & Shop Space","10000",,"Ground ",,,"Shutter","Ganga Hall Bus Stop, Kathmandu-16, Kathmandu","27.73225975036621","85.30526733398438"
"HouseIndividual",,,"For Rent - Office Space","1000",,"1",,,"Commercial space for rent at Lazimpat, Kathmandu","Lazimpat Glass House, Shree Ambika Galli, Kathmandu-2, Kathmandu","27.723079681396484","85.3226318359375"
"LandIndividual",,,"For Sale - Land","6500000",,,,,"𝗟𝗮𝗻𝗱 𝗳𝗼𝗿 𝘀𝗮𝗹𝗲 𝗮𝘁 𝗴𝘂𝗵𝗲𝘀𝗵𝘄𝗼𝗿𝗶","Guheshwori Books And Stationery, Tara Marg, Kathmandu-9, Kathmandu","27.694873809814453","85.3516616821289"
"Commercial Building",,,"For Rent - Office Space","1800000",,"5",,,"Commercial house for rent @ New Baneshwor, Kathman","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"7","For Rent - House","350000","7","4","1","2","House for rent @ Kamaladi, Kathmandu","Location","27.717199325561523","85.3239974975586"
"House In a Colony",,"5","For Rent - House","90000","5","3","1","1","House for rent @ Binayak colony, Bhaisepati","Location","27.717199325561523","85.3239974975586"
"House - Individual",,,"For Rent - Office Space","78000",,"3",,,"Office for rent @ Durbarmarg, ktm","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"3 attached and 1 common bathroom ","For Rent - House","240000","4","2.5","1","1","Namaste we are offering you 4bkh house for rent","Baluwatar-4, Kathmandu-4, Kathmandu","27.730609893798828","85.33106231689453"
"LandIndividual",,,"For Sale - Land","4500000",,,,,"Land On Sale At Hattigaunda ","Hattigauda, Golphutar Main Sadak, Budhanilakantha-7, Kathmandu","27.755348205566406","85.34786224365234"
"HouseIndividual",,"5","For Sale - House","84000000","7","2.5","2","2","Brand New House for sale at Budanilkantha, KTM","Budanilkantha Hp_kathmandu, Kathmandu-9, Kathmandu","27.695999145507812","85.35359954833984"
"House - Individual",,"4","For Sale - House","36000000","6","3","1","2","House For Sale In Bhangal.","Bibek Chok, Budhanilkantha Municipality, Kathmandu","27.730321884155273","85.35277557373047"
"Commercial Building",,"4","For Rent - Office Space","97000","4","3","1","1","Office Space On Rent","Golfutar West Road, Golphutar, Budhanilkantha Municipality, Kathmandu","0","0"
,,,"Flatmates & Paying Guests","500",,,,,"Paying Guest Available at Teku Kathmandu","Shree Saraswati Niketan Ma. Vi., Kathmandu-12, Kathmandu","27.69877052307129","85.30400848388672"
"CommercialBuilding",,,"For Rent - Shutter & Shop Space","150000",,"Ground and second",,,"Commercial Building on Rent","Sorhakhutte Kathmandu, Paknajol, Kathmandu-16, Kathmandu","27.71865463256836","85.30791473388672"
